test_box_id,empty_source_file,box_size,row,column,sample_id,image_path,true_flavor_id,true_flavor_name,label_type
IMG_2030,IMG_2030.jpg,30,5,3,truffle_confetti_cake_0091,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_confetti_cake/truffle_confetti_cake_0091.jpg,truffle_confetti_cake,Confetti Cake,occupied
IMG_2030,IMG_2030.jpg,30,5,4,truffle_pumpkin_spice_latte_0083,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_pumpkin_spice_latte/truffle_pumpkin_spice_latte_0083.jpg,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,occupied
IMG_2030,IMG_2030.jpg,30,5,5,IMG_2030_r05_c05,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2030_r05_c05.jpg,empty,Empty,empty
IMG_2030,IMG_2030.jpg,30,6,1,truffle_pineapple_moscato_0087,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_pineapple_moscato/truffle_pineapple_moscato_0087.jpg,truffle_pineapple_moscato,Pineapple & Moscato,occupied
IMG_2030,IMG_2030.jpg,30,6,2,truffle_cookies_cream_0099,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_cookies_cream/truffle_cookies_cream_0099.jpg,truffle_cookies_cream,Cookies & Cream,occupied
IMG_2030,IMG_2030.jpg,30,6,3,truffle_cookies_cream_0095,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_cookies_cream/truffle_cookies_cream_0095.jpg,truffle_cookies_cream,Cookies & Cream,occupied
IMG_2030,IMG_2030.jpg,30,6,4,truffle_confetti_cake_0083,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_confetti_cake/truffle_confetti_cake_0083.jpg,truffle_confetti_cake,Confetti Cake,occupied
IMG_2030,IMG_2030.jpg,30,6,5,truffle_espresso_martini_0087,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_espresso_martini/truffle_espresso_martini_0087.jpg,truffle_espresso_martini,Espresso Martini,occupied
IMG_2034,IMG_2034.jpg,50,1,1,cocoashot_chocolate_cake_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0088.jpg,cocoashot_chocolate_cake,Chocolate Cake,occupied
IMG_2034,IMG_2034.jpg,50,1,2,IMG_2034_r01_c02,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r01_c02.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,1,3,truffle_grey_salt_caramel_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_grey_salt_caramel/truffle_grey_salt_caramel_0096.jpg,truffle_grey_salt_caramel,Grey Salt Caramel,occupied
IMG_2034,IMG_2034.jpg,50,1,4,truffle_cheesecake_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_cheesecake/truffle_cheesecake_0096.jpg,truffle_cheesecake,Cheesecake,occupied
IMG_2034,IMG_2034.jpg,50,1,5,truffle_champagne_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_champagne/truffle_champagne_0092.jpg,truffle_champagne,Champagne,occupied
IMG_2034,IMG_2034.jpg,50,2,1,truffle_lemon_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_lemon/truffle_lemon_0092.jpg,truffle_lemon,Lemon,occupied
IMG_2034,IMG_2034.jpg,50,2,2,IMG_2034_r02_c02,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r02_c02.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,2,3,truffle_maple_cream_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_maple_cream/truffle_maple_cream_0100.jpg,truffle_maple_cream,Maple Cream,occupied
IMG_2034,IMG_2034.jpg,50,2,4,truffle_manhattan_0084,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_manhattan/truffle_manhattan_0084.jpg,truffle_manhattan,Manhattan,occupied
IMG_2034,IMG_2034.jpg,50,2,5,IMG_2034_r02_c05,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r02_c05.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,3,1,truffle_espresso_martini_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_espresso_martini/truffle_espresso_martini_0096.jpg,truffle_espresso_martini,Espresso Martini,occupied
IMG_2034,IMG_2034.jpg,50,3,2,truffle_salted_caramel_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_salted_caramel/truffle_salted_caramel_0100.jpg,truffle_salted_caramel,Salted Caramel,occupied
IMG_2034,IMG_2034.jpg,50,3,3,truffle_cookies_cream_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_cookies_cream/truffle_cookies_cream_0092.jpg,truffle_cookies_cream,Cookies & Cream,occupied
IMG_2034,IMG_2034.jpg,50,3,4,truffle_salted_caramel_0084,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_salted_caramel/truffle_salted_caramel_0084.jpg,truffle_salted_caramel,Salted Caramel,occupied
IMG_2034,IMG_2034.jpg,50,3,5,truffle_turtle_0084,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_turtle/truffle_turtle_0084.jpg,truffle_turtle,Turtle,occupied
IMG_2034,IMG_2034.jpg,50,4,1,truffle_cheesecake_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_cheesecake/truffle_cheesecake_0100.jpg,truffle_cheesecake,Cheesecake,occupied
IMG_2034,IMG_2034.jpg,50,4,2,cocoashot_tequila_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_tequila/cocoashot_tequila_0096.jpg,cocoashot_tequila,Tequila,occupied
IMG_2034,IMG_2034.jpg,50,4,3,truffle_grey_salt_caramel_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_grey_salt_caramel/truffle_grey_salt_caramel_0088.jpg,truffle_grey_salt_caramel,Grey Salt Caramel,occupied
IMG_2034,IMG_2034.jpg,50,4,4,truffle_amaretto_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_amaretto/truffle_amaretto_0100.jpg,truffle_amaretto,Amaretto,occupied
IMG_2034,IMG_2034.jpg,50,4,5,cocoashot_chocolate_cake_0084,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_chocolate_cake/cocoashot_chocolate_cake_0084.jpg,cocoashot_chocolate_cake,Chocolate Cake,occupied
IMG_2034,IMG_2034.jpg,50,5,1,truffle_bananas_foster_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_bananas_foster/truffle_bananas_foster_0092.jpg,truffle_bananas_foster,Bananas Foster,occupied
IMG_2034,IMG_2034.jpg,50,5,2,IMG_2034_r05_c02,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r05_c02.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,5,3,truffle_pineapple_moscato_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_pineapple_moscato/truffle_pineapple_moscato_0088.jpg,truffle_pineapple_moscato,Pineapple & Moscato,occupied
IMG_2034,IMG_2034.jpg,50,5,4,truffle_bananas_foster_0084,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_bananas_foster/truffle_bananas_foster_0084.jpg,truffle_bananas_foster,Bananas Foster,occupied
IMG_2034,IMG_2034.jpg,50,5,5,IMG_2034_r05_c05,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r05_c05.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,6,1,IMG_2034_r06_c01,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r06_c01.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,6,2,truffle_creme_brulee_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_creme_brulee/truffle_creme_brulee_0092.jpg,truffle_creme_brulee,Crème Brûlée,occupied
IMG_2034,IMG_2034.jpg,50,6,3,truffle_champagne_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_champagne/truffle_champagne_0088.jpg,truffle_champagne,Champagne,occupied
IMG_2034,IMG_2034.jpg,50,6,4,truffle_creme_brulee_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_creme_brulee/truffle_creme_brulee_0100.jpg,truffle_creme_brulee,Crème Brûlée,occupied
IMG_2034,IMG_2034.jpg,50,6,5,truffle_raspberry_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_raspberry/truffle_raspberry_0088.jpg,truffle_raspberry,Raspberry,occupied
IMG_2034,IMG_2034.jpg,50,7,1,truffle_salted_caramel_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_salted_caramel/truffle_salted_caramel_0088.jpg,truffle_salted_caramel,Salted Caramel,occupied
IMG_2034,IMG_2034.jpg,50,7,2,truffle_lemon_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_lemon/truffle_lemon_0088.jpg,truffle_lemon,Lemon,occupied
IMG_2034,IMG_2034.jpg,50,7,3,truffle_bananas_foster_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_bananas_foster/truffle_bananas_foster_0096.jpg,truffle_bananas_foster,Bananas Foster,occupied
IMG_2034,IMG_2034.jpg,50,7,4,IMG_2034_r07_c04,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r07_c04.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,7,5,truffle_turtle_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_turtle/truffle_turtle_0096.jpg,truffle_turtle,Turtle,occupied
IMG_2034,IMG_2034.jpg,50,8,1,truffle_pumpkin_spice_latte_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_pumpkin_spice_latte/truffle_pumpkin_spice_latte_0088.jpg,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,occupied
IMG_2034,IMG_2034.jpg,50,8,2,truffle_pistachio_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_pistachio/truffle_pistachio_0088.jpg,truffle_pistachio,Pistachio,occupied
IMG_2034,IMG_2034.jpg,50,8,3,truffle_caramel_apple_cider_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_caramel_apple_cider/truffle_caramel_apple_cider_0100.jpg,truffle_caramel_apple_cider,Caramel Apple Cider,occupied
IMG_2034,IMG_2034.jpg,50,8,4,truffle_pumpkin_spice_latte_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_pumpkin_spice_latte/truffle_pumpkin_spice_latte_0092.jpg,truffle_pumpkin_spice_latte,Pumpkin Spice Latte,occupied
IMG_2034,IMG_2034.jpg,50,8,5,truffle_grey_salt_caramel_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_grey_salt_caramel/truffle_grey_salt_caramel_0092.jpg,truffle_grey_salt_caramel,Grey Salt Caramel,occupied
IMG_2034,IMG_2034.jpg,50,9,1,truffle_lemon_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_lemon/truffle_lemon_0100.jpg,truffle_lemon,Lemon,occupied
IMG_2034,IMG_2034.jpg,50,9,2,truffle_creme_brulee_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_creme_brulee/truffle_creme_brulee_0096.jpg,truffle_creme_brulee,Crème Brûlée,occupied
IMG_2034,IMG_2034.jpg,50,9,3,truffle_dulce_de_leche_0092,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_dulce_de_leche/truffle_dulce_de_leche_0092.jpg,truffle_dulce_de_leche,Dulce de Leche,occupied
IMG_2034,IMG_2034.jpg,50,9,4,truffle_dulce_de_leche_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_dulce_de_leche/truffle_dulce_de_leche_0088.jpg,truffle_dulce_de_leche,Dulce de Leche,occupied
IMG_2034,IMG_2034.jpg,50,9,5,IMG_2034_r09_c05,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r09_c05.jpg,empty,Empty,empty
IMG_2034,IMG_2034.jpg,50,10,1,truffle_key_lime_pie_0100,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_key_lime_pie/truffle_key_lime_pie_0100.jpg,truffle_key_lime_pie,Key Lime Pie,occupied
IMG_2034,IMG_2034.jpg,50,10,2,truffle_creamsicle_0088,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_creamsicle/truffle_creamsicle_0088.jpg,truffle_creamsicle,Creamsicle,occupied
IMG_2034,IMG_2034.jpg,50,10,3,cocoashot_bourbon_0084,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/cocoashot_bourbon/cocoashot_bourbon_0084.jpg,cocoashot_bourbon,Bourbon,occupied
IMG_2034,IMG_2034.jpg,50,10,4,truffle_manhattan_0096,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/dataset/images/validation/truffle_manhattan/truffle_manhattan_0096.jpg,truffle_manhattan,Manhattan,occupied
IMG_2034,IMG_2034.jpg,50,10,5,IMG_2034_r10_c05,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/50/IMG_2034_r10_c05.jpg,empty,Empty,empty
