sample_id,flavor_id,flavor_name,donor_rank,source_file,source_image_path,foreground_path,foreground_fraction,border_fraction,soft_fraction,automatic_flag,review_decision,review_notes
IMG_1983_c010,cocoashot_whiskey,Whiskey,3,IMG_1983.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/cocoashot_whiskey/IMG_1983_c010.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/cocoashot_whiskey/IMG_1983_c010.png,0.550662,0.007812,0.562022,,accept,
IMG_1983_c011,cocoashot_whiskey,Whiskey,4,IMG_1983.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/cocoashot_whiskey/IMG_1983_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/cocoashot_whiskey/IMG_1983_c011.png,0.569595,0.0,0.481665,,accept,
IMG_1983_c015,cocoashot_whiskey,Whiskey,5,IMG_1983.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/cocoashot_whiskey/IMG_1983_c015.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/cocoashot_whiskey/IMG_1983_c015.png,0.555006,0.0,0.528241,,accept,
IMG_1970_c028,truffle_amaretto,Amaretto,1,IMG_1970.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_amaretto/IMG_1970_c028.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_amaretto/IMG_1970_c028.png,0.734893,0.267857,0.709921,touches_border,accept,
IMG_1970_c001,truffle_amaretto,Amaretto,2,IMG_1970.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_amaretto/IMG_1970_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_amaretto/IMG_1970_c001.png,0.67319,0.351562,0.705158,touches_border,accept,
IMG_1970_c008,truffle_amaretto,Amaretto,3,IMG_1970.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_amaretto/IMG_1970_c008.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_amaretto/IMG_1970_c008.png,0.594467,0.208705,0.609196,touches_border,accept,
IMG_1970_c020,truffle_amaretto,Amaretto,4,IMG_1970.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_amaretto/IMG_1970_c020.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_amaretto/IMG_1970_c020.png,0.646564,0.113839,0.654516,,accept,
IMG_1970_c024,truffle_amaretto,Amaretto,5,IMG_1970.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_amaretto/IMG_1970_c024.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_amaretto/IMG_1970_c024.png,0.691566,0.146205,0.728157,,accept,
IMG_1960_c006,truffle_bananas_foster,Bananas Foster,1,IMG_1960.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_bananas_foster/IMG_1960_c006.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_bananas_foster/IMG_1960_c006.png,0.687799,0.319196,0.694077,touches_border,accept,
IMG_1960_c005,truffle_bananas_foster,Bananas Foster,2,IMG_1960.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_bananas_foster/IMG_1960_c005.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_bananas_foster/IMG_1960_c005.png,0.657545,0.322545,0.697465,touches_border,accept,
IMG_1960_c007,truffle_bananas_foster,Bananas Foster,3,IMG_1960.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_bananas_foster/IMG_1960_c007.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_bananas_foster/IMG_1960_c007.png,0.711914,0.305804,0.740055,touches_border,accept,
IMG_1960_c017,truffle_bananas_foster,Bananas Foster,4,IMG_1960.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_bananas_foster/IMG_1960_c017.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_bananas_foster/IMG_1960_c017.png,0.27284,0.0,0.722218,,reject,full body is not covered
IMG_1960_c010,truffle_bananas_foster,Bananas Foster,5,IMG_1960.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_bananas_foster/IMG_1960_c010.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_bananas_foster/IMG_1960_c010.png,0.580397,0.197545,0.592773,touches_border,accept,
IMG_1976_c003,truffle_brownie_batter,Brownie Batter,1,IMG_1976.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_brownie_batter/IMG_1976_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_brownie_batter/IMG_1976_c003.png,0.67032,0.279018,0.697923,touches_border,accept,
IMG_1976_c020,truffle_brownie_batter,Brownie Batter,2,IMG_1976.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_brownie_batter/IMG_1976_c020.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_brownie_batter/IMG_1976_c020.png,0.553452,0.189732,0.529715,touches_border,accept,
IMG_1976_c016,truffle_brownie_batter,Brownie Batter,3,IMG_1976.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_brownie_batter/IMG_1976_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_brownie_batter/IMG_1976_c016.png,0.614437,0.091518,0.652045,,accept,
IMG_1976_c012,truffle_brownie_batter,Brownie Batter,4,IMG_1976.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_brownie_batter/IMG_1976_c012.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_brownie_batter/IMG_1976_c012.png,0.637197,0.27567,0.633331,touches_border,accept,
IMG_1976_c024,truffle_brownie_batter,Brownie Batter,5,IMG_1976.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_brownie_batter/IMG_1976_c024.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_brownie_batter/IMG_1976_c024.png,0.604971,0.166295,0.676957,touches_border,accept,
IMG_1964_c002,truffle_caramel_apple_cider,Caramel Apple Cider,1,IMG_1964.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_caramel_apple_cider/IMG_1964_c002.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_caramel_apple_cider/IMG_1964_c002.png,0.555824,0.179688,0.580616,touches_border,accept,
IMG_1964_c003,truffle_caramel_apple_cider,Caramel Apple Cider,2,IMG_1964.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_caramel_apple_cider/IMG_1964_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_caramel_apple_cider/IMG_1964_c003.png,0.548111,0.101562,0.592275,,accept,
IMG_1964_c004,truffle_caramel_apple_cider,Caramel Apple Cider,3,IMG_1964.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_caramel_apple_cider/IMG_1964_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_caramel_apple_cider/IMG_1964_c004.png,0.577985,0.15067,0.618622,touches_border,accept,
IMG_1964_c001,truffle_caramel_apple_cider,Caramel Apple Cider,4,IMG_1964.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_caramel_apple_cider/IMG_1964_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_caramel_apple_cider/IMG_1964_c001.png,0.61926,0.277902,0.637416,touches_border,accept,
IMG_1964_c006,truffle_caramel_apple_cider,Caramel Apple Cider,5,IMG_1964.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_caramel_apple_cider/IMG_1964_c006.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_caramel_apple_cider/IMG_1964_c006.png,0.658422,0.045759,0.695592,,accept,
IMG_1974_c004,truffle_champagne,Champagne,1,IMG_1974.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_champagne/IMG_1974_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_champagne/IMG_1974_c004.png,0.61942,0.296875,0.63064,touches_border,accept,
IMG_1974_c003,truffle_champagne,Champagne,2,IMG_1974.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_champagne/IMG_1974_c003.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_champagne/IMG_1974_c003.png,0.681322,0.176339,0.698581,touches_border,accept,
IMG_1974_c002,truffle_champagne,Champagne,3,IMG_1974.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_champagne/IMG_1974_c002.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_champagne/IMG_1974_c002.png,0.682836,0.274554,0.70456,touches_border,accept,
IMG_1974_c001,truffle_champagne,Champagne,4,IMG_1974.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_champagne/IMG_1974_c001.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_champagne/IMG_1974_c001.png,0.63628,0.217634,0.66189,touches_border,accept,
IMG_1974_c009,truffle_champagne,Champagne,5,IMG_1974.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_champagne/IMG_1974_c009.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_champagne/IMG_1974_c009.png,0.661412,0.267857,0.674466,touches_border,accept,
IMG_1988_c009,truffle_cheesecake,Cheesecake,1,IMG_1988.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cheesecake/IMG_1988_c009.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cheesecake/IMG_1988_c009.png,0.688935,0.19308,0.715362,touches_border,accept,
IMG_1988_c006,truffle_cheesecake,Cheesecake,2,IMG_1988.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cheesecake/IMG_1988_c006.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cheesecake/IMG_1988_c006.png,0.676399,0.138393,0.674845,,accept,
IMG_1988_c008,truffle_cheesecake,Cheesecake,3,IMG_1988.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cheesecake/IMG_1988_c008.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cheesecake/IMG_1988_c008.png,0.698202,0.263393,0.692323,touches_border,accept,
IMG_1988_c002,truffle_cheesecake,Cheesecake,4,IMG_1988.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cheesecake/IMG_1988_c002.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cheesecake/IMG_1988_c002.png,0.702467,0.128348,0.732103,,accept,
IMG_1988_c004,truffle_cheesecake,Cheesecake,5,IMG_1988.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cheesecake/IMG_1988_c004.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cheesecake/IMG_1988_c004.png,0.662986,0.170759,0.74143,touches_border,accept,
IMG_1994_c014,truffle_confetti_cake,Confetti Cake,1,IMG_1994.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_confetti_cake/IMG_1994_c014.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_confetti_cake/IMG_1994_c014.png,0.663305,0.177455,0.623445,touches_border,accept,
IMG_1994_c012,truffle_confetti_cake,Confetti Cake,2,IMG_1994.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_confetti_cake/IMG_1994_c012.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_confetti_cake/IMG_1994_c012.png,0.563855,0.081473,0.553711,,accept,
IMG_1994_c016,truffle_confetti_cake,Confetti Cake,3,IMG_1994.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_confetti_cake/IMG_1994_c016.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_confetti_cake/IMG_1994_c016.png,0.584044,0.120536,0.549845,,accept,
IMG_1994_c010,truffle_confetti_cake,Confetti Cake,4,IMG_1994.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_confetti_cake/IMG_1994_c010.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_confetti_cake/IMG_1994_c010.png,0.649394,0.177455,0.656748,touches_border,accept,
IMG_1994_c011,truffle_confetti_cake,Confetti Cake,5,IMG_1994.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_confetti_cake/IMG_1994_c011.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_confetti_cake/IMG_1994_c011.png,0.645528,0.235491,0.645548,touches_border,accept,
IMG_1992_c013,truffle_cookies_cream,Cookies & Cream,1,IMG_1992.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cookies_cream/IMG_1992_c013.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cookies_cream/IMG_1992_c013.png,0.382992,0.110491,0.39212,,reject,ful bpdy is not captured
IMG_1992_c025,truffle_cookies_cream,Cookies & Cream,2,IMG_1992.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cookies_cream/IMG_1992_c025.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cookies_cream/IMG_1992_c025.png,0.665697,0.303571,0.666055,touches_border,accept,
IMG_1992_c028,truffle_cookies_cream,Cookies & Cream,3,IMG_1992.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cookies_cream/IMG_1992_c028.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cookies_cream/IMG_1992_c028.png,0.776327,0.272321,0.725666,too_large,accept,
IMG_1992_c027,truffle_cookies_cream,Cookies & Cream,4,IMG_1992.jpg,/homes/mxqasim/Chocolathon/data/chocolates/frozen/chocolate_dataset_v1/images/accepted/truffle_cookies_cream/IMG_1992_c027.jpg,/homes/mxqasim/Chocolathon/data/synthetic_slots/v1/donor_foregrounds/truffle_cookies_cream/IMG_1992_c027.png,0.75289,0.370536,0.769053,too_large,accept,
