image,ground_truth,filled_only,expected_capacity,predicted_capacity,capacity_correct,expected_slots,predicted_slots,expected_occupied,predicted_occupied,false_empty,flavor_count_abs_error,exact_flavor_counts,review_slots,seconds
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2023_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.5226992298848927
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2023_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.4725970160216093
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2023_size16_render02.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.48001803597435355
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2024_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2024_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.4631427861750126
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2024_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2024_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.447925325948745
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2024_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2024_size16_render02.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.4223298169672489
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2025_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2025_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.45651461696252227
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2025_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2025_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.44955590600147843
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2025_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2025_size16_render02.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.48175110993906856
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2026_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2026_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.5616697021760046
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2026_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2026_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.48002163181081414
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2026_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2026_size16_render02.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.4368896083906293
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2027_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2027_size30_render00.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.6853666519746184
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2027_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2027_size30_render01.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.6585683207958937
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2027_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2027_size30_render02.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.7858182969503105
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2028_size30_render00.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.609722230117768
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2028_size30_render01.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.7317606378346682
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2028_size30_render02.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.6562430751509964
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2029_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2029_size30_render00.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.8248595939949155
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2029_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2029_size30_render01.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.6355032338760793
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2029_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2029_size30_render02.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.6594966449774802
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2030_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2030_size30_render00.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.7808385048992932
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2030_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2030_size30_render01.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.651151105761528
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2030_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2030_size30_render02.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.6426910683512688
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2031_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2031_size50_render00.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9014144227840006
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2031_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2031_size50_render01.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9281677361577749
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2031_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2031_size50_render02.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9695585160516202
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2032_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2032_size50_render00.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9897123039700091
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2032_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2032_size50_render01.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9864947278983891
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2032_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2032_size50_render02.csv,True,50,50,True,50,50,50,50,0,0,True,0,1.0568237067200243
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2033_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2033_size50_render00.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.8805626253597438
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2033_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2033_size50_render01.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9331608079373837
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2033_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2033_size50_render02.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9367179400287569
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2034_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2034_size50_render00.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9660296672955155
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2034_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2034_size50_render01.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.9136163690127432
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2034_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2034_size50_render02.csv,True,50,50,True,50,50,50,50,0,0,True,0,1.1438811887055635
