image,ground_truth,filled_only,expected_capacity,predicted_capacity,capacity_correct,expected_slots,predicted_slots,expected_occupied,predicted_occupied,false_empty,flavor_count_abs_error,exact_flavor_counts,review_slots,seconds
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2022_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,1.1626434498466551
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2022_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2022_size16_render02.csv,True,16,16,True,16,16,16,16,0,8,False,1,0.3747308780439198
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2023_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.5705540771596134
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2023_size16_render01.csv,True,16,16,True,16,16,16,16,0,2,False,2,0.38485662918537855
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2023_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2023_size16_render02.csv,True,16,16,True,16,16,16,16,0,4,False,3,0.37974885711446404
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2024_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2024_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.42999580269679427
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2024_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2024_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.36682380363345146
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2024_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2024_size16_render02.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.3751654257066548
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2025_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2025_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.36610037460923195
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2025_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2025_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.3575848746113479
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2025_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2025_size16_render02.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.43761978624388576
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2026_size16_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2026_size16_render00.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.4058297472074628
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2026_size16_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2026_size16_render01.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.3808559072203934
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2026_size16_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2026_size16_render02.csv,True,16,16,True,16,16,16,16,0,0,True,0,0.3665362261235714
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2027_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2027_size30_render00.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.570774715859443
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2027_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2027_size30_render01.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.5743245459161699
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2027_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2027_size30_render02.csv,True,30,30,True,30,30,30,30,0,6,False,1,0.6214227913878858
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2028_size30_render00.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.6105171670205891
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2028_size30_render01.csv,True,30,30,True,30,30,30,30,0,2,False,0,0.5914043518714607
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2028_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2028_size30_render02.csv,True,30,30,True,30,30,30,30,0,6,False,1,0.5601231921464205
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2029_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2029_size30_render00.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.5730330916121602
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2029_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2029_size30_render01.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.5759929027408361
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2029_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2029_size30_render02.csv,True,30,30,True,30,30,30,30,0,0,True,0,0.5625322218984365
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2030_size30_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2030_size30_render00.csv,True,30,30,True,30,30,30,30,0,14,False,3,0.6659864280372858
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2030_size30_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2030_size30_render01.csv,True,30,30,True,30,30,30,30,0,18,False,1,0.6933065936900675
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2030_size30_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2030_size30_render02.csv,True,30,30,True,30,30,30,30,0,14,False,0,0.5533832162618637
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2031_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2031_size50_render00.csv,True,50,50,True,50,50,50,50,0,0,True,0,1.0245686378329992
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2031_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2031_size50_render01.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.8611729675903916
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2031_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2031_size50_render02.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.8814257923513651
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2032_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2032_size50_render00.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.90592499403283
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2032_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2032_size50_render01.csv,True,50,50,True,50,50,50,50,0,0,True,1,0.8741226471029222
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2032_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2032_size50_render02.csv,True,50,50,True,50,50,50,50,0,4,False,2,0.9047624631784856
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2033_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2033_size50_render00.csv,True,50,50,True,50,50,50,50,0,0,True,1,0.8595531028695405
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2033_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2033_size50_render01.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.8437663060612977
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2033_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2033_size50_render02.csv,True,50,50,True,50,50,50,50,0,0,True,0,0.8552225902676582
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2034_size50_render00.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2034_size50_render00.csv,True,50,50,True,50,50,50,50,0,22,False,2,0.8301397962495685
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2034_size50_render01.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2034_size50_render01.csv,True,50,50,True,50,50,50,50,0,14,False,1,0.8339478531852365
/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/images/IMG_2034_size50_render02.jpg,/homes/mxqasim/Chocolathon/data/synthetic_filled_boxes/v4/ground_truth/IMG_2034_size50_render02.csv,True,50,50,True,50,50,50,50,0,6,False,0,1.0120372516103089
