sample_id,relative_path,split,label_type,flavor_id,flavor_name,donor_sample_id,donor_source_file,extraction_method,empty_slot_file,empty_source_file,box_size,target_side,offset_x,offset_y,seed
cocoashot_amaretto_0047,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0047.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2029_r02_c03.jpg,IMG_2029.jpg,30,184,19,17,20260917
cocoashot_amaretto_0048,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0048.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2032_r08_c02.jpg,IMG_2032.jpg,50,171,32,20,20260917
cocoashot_amaretto_0049,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0049.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,161,25,29,20260917
cocoashot_amaretto_0050,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0050.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2025_r02_c04.jpg,IMG_2025.jpg,16,160,33,25,20260917
cocoashot_amaretto_0051,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0051.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2027_r05_c04.jpg,IMG_2027.jpg,30,171,28,35,20260917
cocoashot_amaretto_0052,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0052.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2031_r01_c01.jpg,IMG_2031.jpg,50,151,47,30,20260917
cocoashot_amaretto_0053,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0053.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2021_r01_c02.jpg,IMG_2021.jpg,6,172,21,18,20260917
cocoashot_amaretto_0054,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0054.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2026_r01_c04.jpg,IMG_2026.jpg,16,182,31,27,20260917
cocoashot_amaretto_0055,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0055.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2029_r05_c01.jpg,IMG_2029.jpg,30,156,39,38,20260917
cocoashot_amaretto_0056,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0056.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2033_r09_c05.jpg,IMG_2033.jpg,50,184,20,20,20260917
cocoashot_amaretto_0057,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0057.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,179,31,28,20260917
cocoashot_amaretto_0058,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0058.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2026_r01_c04.jpg,IMG_2026.jpg,16,185,29,10,20260917
cocoashot_amaretto_0059,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0059.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2028_r05_c01.jpg,IMG_2028.jpg,30,171,21,33,20260917
cocoashot_amaretto_0060,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0060.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2033_r06_c01.jpg,IMG_2033.jpg,50,153,43,43,20260917
cocoashot_amaretto_0061,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0061.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2019_r03_c02.jpg,IMG_2019.jpg,6,174,34,33,20260917
cocoashot_amaretto_0062,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0062.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2022_r04_c03.jpg,IMG_2022.jpg,16,168,33,32,20260917
cocoashot_amaretto_0063,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0063.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2029_r06_c04.jpg,IMG_2029.jpg,30,167,26,22,20260917
cocoashot_amaretto_0064,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0064.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2032_r02_c04.jpg,IMG_2032.jpg,50,185,28,26,20260917
cocoashot_amaretto_0065,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0065.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2021_r03_c01.jpg,IMG_2021.jpg,6,174,22,20,20260917
cocoashot_amaretto_0066,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0066.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2022_r01_c01.jpg,IMG_2022.jpg,16,147,50,42,20260917
cocoashot_amaretto_0067,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0067.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2028_r05_c02.jpg,IMG_2028.jpg,30,163,37,35,20260917
cocoashot_amaretto_0068,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0068.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2033_r06_c05.jpg,IMG_2033.jpg,50,155,30,35,20260917
cocoashot_amaretto_0069,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0069.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2021_r02_c01.jpg,IMG_2021.jpg,6,175,21,15,20260917
cocoashot_amaretto_0070,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0070.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2022_r01_c01.jpg,IMG_2022.jpg,16,151,44,31,20260917
cocoashot_amaretto_0071,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0071.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2027_r01_c03.jpg,IMG_2027.jpg,30,173,25,29,20260917
cocoashot_amaretto_0072,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0072.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2033_r06_c01.jpg,IMG_2033.jpg,50,164,31,39,20260917
cocoashot_amaretto_0073,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0073.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2019_r01_c02.jpg,IMG_2019.jpg,6,149,46,39,20260917
cocoashot_amaretto_0074,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0074.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2022_r01_c03.jpg,IMG_2022.jpg,16,180,22,14,20260917
cocoashot_amaretto_0075,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0075.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2027_r02_c03.jpg,IMG_2027.jpg,30,166,32,25,20260917
cocoashot_amaretto_0076,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0076.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2032_r10_c04.jpg,IMG_2032.jpg,50,166,31,31,20260917
cocoashot_amaretto_0077,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0077.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2021_r01_c02.jpg,IMG_2021.jpg,6,147,47,31,20260917
cocoashot_amaretto_0078,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0078.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2025_r02_c03.jpg,IMG_2025.jpg,16,183,27,14,20260917
cocoashot_amaretto_0079,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0079.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2027_r06_c05.jpg,IMG_2027.jpg,30,174,33,30,20260917
cocoashot_amaretto_0080,data/synthetic_slots/v1/dataset/images/train/cocoashot_amaretto/cocoashot_amaretto_0080.jpg,train,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2031_r07_c05.jpg,IMG_2031.jpg,50,165,40,34,20260917
cocoashot_amaretto_0081,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0081.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2020_r02_c01.jpg,IMG_2020.jpg,6,161,26,24,20260917
cocoashot_amaretto_0082,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0082.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2023_r04_c03.jpg,IMG_2023.jpg,16,168,30,36,20260917
cocoashot_amaretto_0083,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0083.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2030_r06_c05.jpg,IMG_2030.jpg,30,173,21,30,20260917
cocoashot_amaretto_0084,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0084.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2034_r08_c02.jpg,IMG_2034.jpg,50,148,45,42,20260917
cocoashot_amaretto_0085,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0085.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2020_r03_c02.jpg,IMG_2020.jpg,6,163,38,28,20260917
cocoashot_amaretto_0086,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0086.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2023_r03_c02.jpg,IMG_2023.jpg,16,176,27,26,20260917
cocoashot_amaretto_0087,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0087.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2030_r01_c05.jpg,IMG_2030.jpg,30,158,27,31,20260917
cocoashot_amaretto_0088,data/synthetic_slots/v1/dataset/images/validation/cocoashot_amaretto/cocoashot_amaretto_0088.jpg,validation,occupied,cocoashot_amaretto,Amaretto,IMG_1978_c006,IMG_1978.jpg,expanded_u2net,IMG_2034_r05_c02.jpg,IMG_2034.jpg,50,167,29,35,20260917
