slot_file,slot_path,source_file,box_size,row,column,center_x,center_y,label,grid_annotation
IMG_2022_r04_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2022_r04_c03.jpg,IMG_2022.jpg,16,4,3,635.86,883.57,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2022.json
IMG_2022_r04_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2022_r04_c04.jpg,IMG_2022.jpg,16,4,4,868.94,890.88,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2022.json
IMG_2023_r01_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r01_c01.jpg,IMG_2023.jpg,16,1,1,191.63,182.86,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r01_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r01_c02.jpg,IMG_2023.jpg,16,1,2,420.81,181.88,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r01_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r01_c03.jpg,IMG_2023.jpg,16,1,3,650.0,180.91,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r01_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r01_c04.jpg,IMG_2023.jpg,16,1,4,879.18,179.93,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r02_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r02_c01.jpg,IMG_2023.jpg,16,2,1,190.17,411.06,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r02_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r02_c02.jpg,IMG_2023.jpg,16,2,2,419.84,411.06,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r02_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r02_c03.jpg,IMG_2023.jpg,16,2,3,649.51,411.06,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r02_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r02_c04.jpg,IMG_2023.jpg,16,2,4,879.18,411.06,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r03_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r03_c01.jpg,IMG_2023.jpg,16,3,1,188.71,639.27,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r03_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r03_c02.jpg,IMG_2023.jpg,16,3,2,418.87,640.24,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r03_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r03_c03.jpg,IMG_2023.jpg,16,3,3,649.02,641.22,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r03_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r03_c04.jpg,IMG_2023.jpg,16,3,4,879.18,642.2,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r04_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r04_c01.jpg,IMG_2023.jpg,16,4,1,187.25,867.47,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r04_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r04_c02.jpg,IMG_2023.jpg,16,4,2,417.89,869.42,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r04_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r04_c03.jpg,IMG_2023.jpg,16,4,3,648.54,871.38,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2023_r04_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2023_r04_c04.jpg,IMG_2023.jpg,16,4,4,879.18,873.33,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2023.json
IMG_2024_r01_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r01_c01.jpg,IMG_2024.jpg,16,1,1,100.94,179.93,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r01_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r01_c02.jpg,IMG_2024.jpg,16,1,2,332.07,181.39,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r01_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r01_c03.jpg,IMG_2024.jpg,16,1,3,563.2,182.86,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r01_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r01_c04.jpg,IMG_2024.jpg,16,1,4,794.33,184.32,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r02_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r02_c01.jpg,IMG_2024.jpg,16,2,1,99.96,405.7,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r02_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r02_c02.jpg,IMG_2024.jpg,16,2,2,330.28,407.0,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r02_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r02_c03.jpg,IMG_2024.jpg,16,2,3,560.6,408.3,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r02_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r02_c04.jpg,IMG_2024.jpg,16,2,4,790.92,409.6,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r03_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r03_c01.jpg,IMG_2024.jpg,16,3,1,98.99,631.46,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r03_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r03_c02.jpg,IMG_2024.jpg,16,3,2,328.49,632.6,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r03_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r03_c03.jpg,IMG_2024.jpg,16,3,3,558.0,633.74,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r03_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r03_c04.jpg,IMG_2024.jpg,16,3,4,787.5,634.88,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r04_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r04_c01.jpg,IMG_2024.jpg,16,4,1,98.01,857.23,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r04_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r04_c02.jpg,IMG_2024.jpg,16,4,2,326.7,858.21,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r04_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r04_c03.jpg,IMG_2024.jpg,16,4,3,555.4,859.18,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2024_r04_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2024_r04_c04.jpg,IMG_2024.jpg,16,4,4,784.09,860.16,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2024.json
IMG_2025_r01_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r01_c01.jpg,IMG_2025.jpg,16,1,1,115.57,190.17,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r01_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r01_c02.jpg,IMG_2025.jpg,16,1,2,337.92,192.61,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r01_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r01_c03.jpg,IMG_2025.jpg,16,1,3,560.28,195.05,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r01_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r01_c04.jpg,IMG_2025.jpg,16,1,4,782.63,197.49,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r02_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r02_c01.jpg,IMG_2025.jpg,16,2,1,108.74,408.62,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r02_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r02_c02.jpg,IMG_2025.jpg,16,2,2,333.53,410.25,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r02_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r02_c03.jpg,IMG_2025.jpg,16,2,3,558.33,411.88,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r02_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r02_c04.jpg,IMG_2025.jpg,16,2,4,783.12,413.5,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r03_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r03_c01.jpg,IMG_2025.jpg,16,3,1,101.92,627.08,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r03_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r03_c02.jpg,IMG_2025.jpg,16,3,2,329.15,627.89,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r03_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r03_c03.jpg,IMG_2025.jpg,16,3,3,556.37,628.7,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r03_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r03_c04.jpg,IMG_2025.jpg,16,3,4,783.6,629.52,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r04_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r04_c01.jpg,IMG_2025.jpg,16,4,1,95.09,845.53,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r04_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r04_c02.jpg,IMG_2025.jpg,16,4,2,324.76,845.53,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r04_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r04_c03.jpg,IMG_2025.jpg,16,4,3,554.42,845.53,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2025_r04_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2025_r04_c04.jpg,IMG_2025.jpg,16,4,4,784.09,845.53,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2025.json
IMG_2026_r01_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r01_c01.jpg,IMG_2026.jpg,16,1,1,111.18,172.62,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r01_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r01_c02.jpg,IMG_2026.jpg,16,1,2,342.31,175.06,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r01_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r01_c03.jpg,IMG_2026.jpg,16,1,3,573.44,177.49,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r01_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r01_c04.jpg,IMG_2026.jpg,16,1,4,804.57,179.93,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r02_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r02_c01.jpg,IMG_2026.jpg,16,2,1,111.18,405.21,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r02_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r02_c02.jpg,IMG_2026.jpg,16,2,2,342.47,406.35,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r02_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r02_c03.jpg,IMG_2026.jpg,16,2,3,573.76,407.49,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r02_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r02_c04.jpg,IMG_2026.jpg,16,2,4,805.06,408.62,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r03_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r03_c01.jpg,IMG_2026.jpg,16,3,1,111.18,637.81,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r03_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r03_c02.jpg,IMG_2026.jpg,16,3,2,342.63,637.64,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r03_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r03_c03.jpg,IMG_2026.jpg,16,3,3,574.09,637.48,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r03_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r03_c04.jpg,IMG_2026.jpg,16,3,4,805.54,637.32,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r04_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r04_c01.jpg,IMG_2026.jpg,16,4,1,111.18,870.4,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r04_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r04_c02.jpg,IMG_2026.jpg,16,4,2,342.8,868.94,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r04_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r04_c03.jpg,IMG_2026.jpg,16,4,3,574.41,867.47,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2026_r04_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/16/IMG_2026_r04_c04.jpg,IMG_2026.jpg,16,4,4,806.03,866.01,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2026.json
IMG_2027_r01_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2027_r01_c01.jpg,IMG_2027.jpg,30,1,1,179.2,179.2,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json
IMG_2027_r01_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2027_r01_c02.jpg,IMG_2027.jpg,30,1,2,412.8,177.37,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json
IMG_2027_r01_c03.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2027_r01_c03.jpg,IMG_2027.jpg,30,1,3,646.4,175.54,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json
IMG_2027_r01_c04.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2027_r01_c04.jpg,IMG_2027.jpg,30,1,4,880.0,173.72,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json
IMG_2027_r01_c05.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2027_r01_c05.jpg,IMG_2027.jpg,30,1,5,1113.6,171.89,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json
IMG_2027_r02_c01.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2027_r02_c01.jpg,IMG_2027.jpg,30,2,1,180.66,416.18,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json
IMG_2027_r02_c02.jpg,/homes/mxqasim/Chocolathon/data/boxes/slots/empty/30/IMG_2027_r02_c02.jpg,IMG_2027.jpg,30,2,2,414.72,414.99,empty,/homes/mxqasim/Chocolathon/data/boxes/grid_annotations/IMG_2027.json
